# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	505	186	521	212	110
11111	1	93	14	119	110

#WALKING RIGHT
11222	487	186	502	212	110
11223	469	186	484	212	110

#WALKING LEFT
11212	19	93	34	119	110
11213	37	93	52	119	110

#RUNNING RIGHT
11321	410	186	428	212	110
11322	386	186	404	212	110
11323	360	186	378	212	110

#RUNNING LEFT
11311	93	93	111	119	110
11312	117	93	135	119	110
11313	143	93	161	119	110

#JUMP WALK RIGHT
11417	433	186	448	212	110
11413	73	93	88	119	110

#JUMP RUN RIGHT & LEFT
11427	334	186	352	212	110
11423	169	93	187	119	110

#SIT RIGHT & LEFT 
11521	453	186	466	212	110
11511	55	93	68	119	110

#BRACE RIGHT & LEFT 
11621	311	186	326	212	110
11611	195	93	210	119	110
#HOLD RIGHT & LEFT 
11721	221	186	236	212	110
11722	259	186	274	212	110
11723	240	186	254	212	110
11711	267	93	281	119	110
11712	249	93	262	119	110
11712	285	93	300	119	110


#DIE
13001	199	54	214	69	110


############ SMALL ################
 #IDLE
12121	507	54	518	69	110
12111	3	16	14	31	110

#WALK RIGHT
12222	433	54	448	69	110
12223	487	54	501	69	110

#WALK LEFT
12212	73	16	88	31	110
12213	20	16	34	31	110

#RUN RIGHT
12321	433	54	448	69	110
12322	487	54	501	69	110
12323	451	54	466	69	110

#RUN LEFT
12311	73	16	88	31	110
12312	20	16	34	31	110
12313	55	16	70	31	110

#BRACE RIGHT & LEFT
12511	398	54	411	69	110
12521	110	16	123	31	110

#JUMP WALK RIGHT & LEFT 
12417	469	54	484	69	110
12413	37	16	52	31	110

#JUMP RUN RIGHT & LEFT 
12427	415	54	430	69	110
12423	91	16	106	31	110
#HOLD RIGHT & LEFT 
12721	363	54	376	69	110
12722	344	54	357	69	110	
12711	145	16	158	31	110
12712	163	16	177	31	110

############ MAX ################
 #IDLE
13121	500	441	519	468	110
13111	1	350	21	377	110

#WALK RIGHT
13222	473	441	494	468	110
13223	446	441	468	468	110

#WALK LEFT
13212	27	350	48	377	110
13213	53	350	75	377	110

#RUN RIGHT
13321	500	441	519	468	110
13322	473	441	494	468	110
13323	446	441	468	468	110

#RUN LEFT
13311	1	350	21	377	110
13312	27	350	48	377	110
13313	53	350	75	377	110
#SIT RIGHT & LEFT 
13521	453	186	466	212	110
13511	55	93	68	119	110


#BRACE RIGHT & LEFT
13511	167	441	182	468	110
13521	339	350	354	377	110

#JUMP WALK RIGHT & LEFT 
13417	394	441	416	468	110
13413	105	350	127	377	110

#JUMP RUN RIGHT & LEFT 
13427	394	441	416	468	110
13423	105	350	127	377	110
#HOLD RIGHT & LEFT 
13721	473	475	494	502	110
13722	500	475	520	502	110
13711	26	384	48	411	110
13712	1	384	20	411	110
# SIT RIGHT & LEFT
13821	421	451	442	469	110
13811	79	360	100	377	
# RUN FLY RIGHT & LEFT
13921	315	441	338	468	110
13922	289	441	312	468	110
13923	268	441	286	468	110
13911	183	349	206	377	110
13912	209	349	232	377	110
13913	235	349	258	377	110
# FLY RIGHT & LEFT
13941	185	441	208	468	110
13942	211	441	234	468	110
13943	237	441	260	468	110
13931	313	349	336	377	110
13932	287	349	310	377	110			
13933	261	349	284	377	110	

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100
#HOLD RIGHT & LEFT 
1002	11721	100	11722	100
1003	11711	100	11712	100
1004	11722	100
1005	11712	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100
#HOLD RIGHT & LEFT 
1602	12721	100	12722	100
1603	12711	100	12712	100
1604	12721	100
1605	12711	100
1605	12711	100
################### MAX #################
1700	13121	100
1702	13111	100


#WALK LEFT & RIGHT 
1800	13121	100	13222	100	13223	100
1801	13111	100	13212	100	13213	100

#RUN LEFT & RIGHT
1900	13321	100	13322	100	13323	100
1901	13311	100	13312	100	13313	100

#BRACE LEFT & RIGHT
2001	13511	100
2000	13521	100

#JUMP WALK
2100	13417	100
2101	13413	100

#JUMP RUN 
2201	13423	100
2200	13427	100
#HOLD RIGHT & LEFT 
2202	13721	100	13722	100
2203	13711	100	13712	100
2204	13722	100
2205	13712	100
# SIT RIGHT & LEFT
3001	13921	100	13922	100	13923	100
3002	13911	100	13912	100	13913	100
3003	13941	100	13942	100	13943	100
3004	13931	100	13932	100	13933	100
